Broad_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-000711,JIMT1_BREAST,JIMT1,1298157,479,Breast Cancer,,Female,DSMZ
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JJN-3,1327766,905,"Multiple Myeloma/Leukemia, Plasma Cell",lymphoid_neoplasm,Female,DSMZ
ACH-000241,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JK1,,,Leukemia,haematopoietic_neoplasm,Male,DSMZ
ACH-000645,JL1_PLEURA,JL1,,,Mesothelioma/Lung Cancer,mesothelioma,Male,DSMZ
ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,1327768,2096,Leukemia,lymphoid_neoplasm,,NIBRI
ACH-000753,JMSU1_URINARY_TRACT,JMSU1,,,Bladder Cancer,carcinoma,Male,DSMZ
ACH-000424,TC71_BONE,,1240221,2194,Bone Cancer,,Male,NIBRI
ACH-001353,JOPACA1_PANCREAS,JOPACA-1,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-000622,KNS42_CENTRAL_NERVOUS_SYSTEM,KNS42,907282,1149,Brain Cancer,glioma,Male,HSSRB
ACH-000995,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184,1210,Leukemia,ALL,,
ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURLMK1,1327771,1807,Leukemia,haematopoietic_neoplasm,Male,DSMZ
ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM2,907269,764,B-cell_lymphoma_other/Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM3,907270,1632,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000404,K029AX_SKIN,K029AX,,,Skin Cancer,malignant_melanoma,,Acd Lab
ACH-000551,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,K-562,905940,2098,Leukemia,blast_phase_chronic_myeloid_leukaemia,Female,ATCC
ACH-000231,KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,907271,1936,Brain Cancer,glioma,Female,HSSRB
ACH-000053,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907273,906,Lymphoma,lymphoid_neoplasm,Male,ECAAC
ACH-001097,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,-1,
ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,907274,1973,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-000193,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,1327775,184,"Multiple Myeloma/Leukemia, Plasma Cell",lymphoid_neoplasm,Female,DSMZ
ACH-001163,PEDS005TPFAD_KIDNEY,Peds005T_PF_AD,,,Kidney Cancer,carcinoma,,
ACH-000728,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI2,,,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000166,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-6,,,Leukemia,,Male,ATCC
ACH-000793,KATOIII_STOMACH,KATO III,907276,406,Gastric Cancer,adenocarcinoma,Male,ATCC
ACH-001098,KCIMOH1_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Female,
ACH-000983,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL22,1330931,1513,Leukemia,haematopoietic_neoplasm,Female,DSMZ
ACH-001099,KD_SOFT_TISSUE,KD,,,Rhabdoid,rhabdoid_tumor,,
ACH-000101,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE37,907277,1012,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000507,KE39_STOMACH,KE39,,,Gastric Cancer,adenocarcinoma,Male,RIKEN
ACH-000167,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE97,,,Multiple Myeloma/ Gastric Cancer,lymphoid_neoplasm,Male,RIKEN
ACH-001737,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HSB2,,,Lymphoma,,-1,
ACH-000386,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,907278,193,Leukemia,,Male,ATCC
ACH-000126,KG1C_CENTRAL_NERVOUS_SYSTEM,KG-1-C,,,Brain Cancer,glioma,Male,HSRRB
ACH-000564,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM1B,,,Multiple Myeloma,lymphoid_neoplasm,Male,HSSRB
ACH-001100,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHYG1;KHYG-1,,,Lymphoma,lymphoid_neoplasm,,
ACH-000773,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,,Male,HSSRB
ACH-001536,KKU100_BILIARY_TRACT,KKU-100,,,Bile Duct Cancer,,Female,
ACH-000293,KLE_ENDOMETRIUM,KLE_ENDOMETRIUM,924187,2256,Endometrial Cancer,carcinoma,Female,GNF
ACH-001101,KLM1_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,,
ACH-000969,KM12_LARGE_INTESTINE,KM12,905989,1990,Colon Cancer,adenocarcinoma,,NIBRI
ACH-000862,KMBC2_URINARY_TRACT,KMBC2,,,Bladder Cancer,carcinoma,,HSRRB
ACH-000815,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KM-H2,909976,313,Lymphoma,lymphoid_neoplasm,Male,
ACH-000889,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,,,Multiple Myeloma,lymphoid_neoplasm,Male,HSSRB
ACH-000684,KMRC1_KIDNEY,KMRC1,1298168,1514,Kidney Cancer,carcinoma,Male,HSRRB
ACH-000709,KMRC2_KIDNEY,KMRC2,,,Kidney Cancer,carcinoma,Male,HSRRB
ACH-000250,KMRC20_KIDNEY,,1298169,1515,Kidney Cancer,carcinoma,,HSSRB
ACH-000313,KMRC3_KIDNEY,KMRC-3,,,Kidney Cancer,,,
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,1659817,1308,Multiple Myeloma,lymphoid_neoplasm,Female,HSRRB
ACH-000380,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,907281,2087,Multiple Myeloma,lymphoid_neoplasm,Female,DSMZ
ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-18,,,Multiple Myeloma,lymphoid_neoplasm,,NIBRI
ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-20,,,Multiple Myeloma,lymphoid_neoplasm,Female,
ACH-000598,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-21BM,,,Multiple Myeloma,lymphoid_neoplasm,Male,HSSRB
ACH-000588,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,,,Multiple Myeloma,lymphoid_neoplasm,Male,
ACH-000576,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-27,,,Multiple Myeloma,lymphoid_neoplasm,Male,
ACH-000419,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-28BM,,,Multiple Myeloma,lymphoid_neoplasm,Female,HSSRB
ACH-000541,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,,,Multiple Myeloma,lymphoid_neoplasm,Female,HSRRB
ACH-000604,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KYO1,,,Leukemia,haematopoietic_neoplasm,Male,DSMZ
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,,,Brain Cancer,glioma,Male,HSSRB
ACH-000858,KNS62_LUNG,KNS-62,753569,1369,Lung NSCLC,carcinoma,Male,ATCC
ACH-000479,KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,,,Brain Cancer,glioma,Male,HSSRB
ACH-000498,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,1330932,1325,Leukemia,,Male,HSSRB
ACH-001542,KON_UPPER_AERODIGESTIVE_TRACT,KON,1298215,314,Head and Neck,squamous_cell_carcinoma,Male,
ACH-001106,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KOPN-8,1330933,1206,Leukemia,,Female,DSMZ
ACH-001107,KP1N_PANCREAS,,1298216,228,Pancreatic Cancer,adenocarcinoma,Male,
ACH-001108,KP1NL_PANCREAS,KP-1NL,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-000281,KP2_PANCREAS,KP-2,1298218,746,Pancreatic Cancer,adenocarcinoma,Female,NIBRI
ACH-000108,KP3_PANCREAS,,1298219,155,Pancreatic Cancer,adenosquamous_carcinoma,Male,HSSRB
ACH-000265,KP4_PANCREAS,KP4,753572,708,Pancreatic Cancer,,Male,
ACH-000028,KPL1_BREAST,KPL-1,,,Breast Cancer,Luminal,Female,DSMZ
ACH-001109,KPMRTRY_SOFT_TISSUE,,,,Rhabdoid,rhabdoid_tumor,,
ACH-000345,KPNRTBM1_AUTONOMIC_GANGLIA,,924189,852,Neuroblastoma,neuroblastoma,,HSSRB
ACH-000446,KPNSI9S_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,,HSSRB
ACH-000937,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF382 Cas9,909260,1043,Leukemia,,Female,DSMZ
ACH-000631,KS1_CENTRAL_NERVOUS_SYSTEM,KS1,907313,1387,Brain Cancer,glioma,Female,GNF
ACH-000486,KU1919_URINARY_TRACT,KU1919,907312,892,Bladder Cancer,carcinoma,Male,DSMZ
ACH-000074,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,907311,598,CML/Leukemia,haematopoietic_neoplasm,Male,GNF
ACH-000524,KURAMOCHI_OVARY,KURAMOCHI,909975,854,Ovarian Cancer,carcinoma,Female,GNF
ACH-001544,KYAE1_OESOPHAGUS,KYAE-1,1503368,1624,Esophageal Cancer,,,
ACH-000607,KYM1_SOFT_TISSUE,KYM1_SOFT_TISSUE,1240166,1344,Sarcoma,rhabdoid_tumor,,NIBRI
ACH-000953,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743,1452,Leukemia/Lymphoma,lymphoid_neoplasm,Male,NIBRI
ACH-000823,KYSE140_OESOPHAGUS,KYSE140,753573,951,Esophageal Cancer,squamous_cell_carcinoma,Male,DSMZ
ACH-000855,KYSE150_OESOPHAGUS,KYSE-150,907317,407,Esophageal Cancer,squamous_cell_carcinoma,Female,DSMZ
ACH-000693,KYSE180_OESOPHAGUS,KYSE180,907318,599,Esophageal Cancer,squamous_cell_carcinoma,Male,DSMZ
ACH-000873,KYSE270_OESOPHAGUS,KYSE270_OESOPHAGUS,907319,1518,Esophageal Cancer,squamous_cell_carcinoma,Male,DSMZ
ACH-000777,KYSE30_OESOPHAGUS,KYSE-30,,,Esophageal Cancer,squamous_cell_carcinoma,Male,GNF
ACH-000809,KYSE410_OESOPHAGUS,KYSE410_OESOPHAGUS,753574,952,Esophageal Cancer,squamous_cell_carcinoma,Male,DSMZ
ACH-000865,KYSE450_OESOPHAGUS,KYSE-450,907320,60,Esophageal Cancer,squamous_cell_carcinoma,Male,GNF
ACH-000824,KYSE510_OESOPHAGUS,KYSE-510,907321,893,Esophageal Cancer,squamous_cell_carcinoma,Female,GNF
ACH-000637,KYSE520_OESOPHAGUS,KYSE520,753575,894,Esophageal Cancer,squamous_cell_carcinoma,Female,DSMZ
ACH-000784,KYSE70_OESOPHAGUS,KYSE-70,753576,2219,Esophageal Cancer,squamous_cell_carcinoma,Male,DSMZ
ACH-000702,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L1236,1330935,408,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000685,L33_PANCREAS,L3.3,,,Pancreatic Cancer,adenosquamous_carcinoma,,Academic Lab
ACH-000183,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,924239,2224,"Multiple Myeloma/Leukemia, Plasma Cell",lymphoid_neoplasm,Female,DSMZ
ACH-000754,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L428,907322,1804,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-000806,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L540,907323,651,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-001111,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,-1,
ACH-000301,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LAMA-84,907783,709,Leukemia,haematopoietic_neoplasm,Female,DSMZ
ACH-000671,HUH6_LIVER,HUH6,,,Liver Cancer,hepatoblastoma,Male,RIKEN
ACH-001355,LAN6_AUTONOMIC_GANGLIA,LAN-6,949170,278,Neuroblastoma,,Male,
ACH-000705,LC1F_LUNG,LC-1F,,,Lung NSCLC,carcinoma,Male,RIKEN
ACH-001113,LC1SQSF_LUNG,LC-1/sq-SF,,,Lung NSCLC,carcinoma,Male,RIKEN
ACH-000627,LCLC103H_LUNG,LCLC-103H,753586,1502,Lung NSCLC,carcinoma,Male,DSMZ
ACH-000596,LCLC97TM1_LUNG,LCLC-97TM1,946361,485,Lung NSCLC,carcinoma,Male,DSMZ
ACH-000471,LI7_LIVER,LI7,,,Liver Cancer,hepatocellular_carcinoma,,RIKEN
ACH-001546,LIM1215_LARGE_INTESTINE,LIM1215,,,Colon Cancer,,,
ACH-000769,LK2_LUNG,LK-2,687787,45,Lung NSCLC,carcinoma,,RIKEN
ACH-000255,LMSU_STOMACH,LMSU,,,Gastric Cancer,,,RIKEN
ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,LN-18,1240168,1503,Brain Cancer,glioma,Male,ATCC
ACH-000328,LN215_CENTRAL_NERVOUS_SYSTEM,LN-215,,,Brain Cancer,glioma,,
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,1240169,1504,Brain Cancer,glioma,Female,NIBRI
ACH-000591,LN235_CENTRAL_NERVOUS_SYSTEM,LN-235,,,Brain Cancer,astrocytoma_Grade_IV,Male,
ACH-000128,LN319_CENTRAL_NERVOUS_SYSTEM,LN-319,,,Brain Cancer,glioma,Male,
ACH-000634,LN340_CENTRAL_NERVOUS_SYSTEM,LN-340,,,Brain Cancer,glioblastoma,Male,
ACH-000215,LN382_CENTRAL_NERVOUS_SYSTEM,LN-382,,,Brain Cancer,glioblastoma,Male,
ACH-000455,LN428_CENTRAL_NERVOUS_SYSTEM,LN-428,,,Brain Cancer,glioma,Male,
ACH-000673,LN443_CENTRAL_NERVOUS_SYSTEM,LN-443,,,Brain Cancer,astrocytoma_Grade_IV,Male,
ACH-000676,LN464_CENTRAL_NERVOUS_SYSTEM,LN-464,,,Brain Cancer,glioma,Male,
ACH-000977,LNCAPCLONEFGC_PROSTATE,LNCAPCLONEFGC;LN-Cap-cloneFGC;LNCaP clone FGC,907788,2080,Prostate Cancer,adenocarcinoma,Male,NIBRI
ACH-000760,LNZ308_CENTRAL_NERVOUS_SYSTEM,LN-Z308,,,Brain Cancer,glioma,Female,
ACH-000104,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LOUCY,907789,1645,T-cell_ALL/Leukemia,lymphoid_neoplasm,Female,NIBRI
ACH-000176,LOUNH91_LUNG,LOU-NH91,1298226,1506,Lung NSCLC,carcinoma,Female,DSMZ
ACH-000950,LOVO_LARGE_INTESTINE,LoVo,907790,306,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000750,LOXIMVI_SKIN,LOX IMVI,905974,401,Skin Cancer,malignant_melanoma,Male,NCI/DCTD
ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,907791,1794,Multiple Myeloma,lymphoid_neoplasm,Female,HSRRB
ACH-000252,LS1034_LARGE_INTESTINE,,917486,1756,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-000501,LS123_LARGE_INTESTINE,,907792,2266,Colon Cancer,adenocarcinoma,Female,
ACH-000957,LS180_LARGE_INTESTINE,LS180,998189,2081,Colon Cancer,adenocarcinoma,Female,
ACH-000985,LS411N_LARGE_INTESTINE,LS411N,907794,724,Colon Cancer,adenocarcinoma,Male,ATCC
ACH-000007,LS513_LARGE_INTESTINE,LS513,907795,569,Colon Cancer,adenocarcinoma,Male,
ACH-002051,LU134A_LUNG,Lu-134-A,,,Lung Cancer,,Male,
ACH-001549,LU135_LUNG,Lu-135,713899,207,Lung Cancer,small_cell_carcinoma,Male,
ACH-002052,LU139_LUNG,Lu-139,,,Lung Cancer,,Male,
ACH-002077,LU165_LUNG,Lu-165,,,Lung Cancer,,Male,
ACH-000438,LU65_LUNG,LU65,724863,47,Lung NSCLC,non_small_cell_carcinoma,Male,JCRB
ACH-000444,LU99_LUNG,LU99,,,Lung NSCLC,carcinoma,Male,HSRRB
ACH-000390,LUDLU1_LUNG,LUDLU-1,,,Lung NSCLC,carcinoma,Male,ECAAC
ACH-000787,LXF289_LUNG,LXF-289,753592,1175,Lung NSCLC,carcinoma,Male,DSMZ
ACH-001118,M059J_CENTRAL_NERVOUS_SYSTEM,,949094,2225,Brain Cancer,glioma,,
ACH-000152,M059K_CENTRAL_NERVOUS_SYSTEM,M059K,,,Brain Cancer,glioma,Male,ATCC
ACH-000602,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,M07E,,,Leukemia,,Female,DSMZ
ACH-001119,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mac-2A,,,Lymphoma,lymphoid_neoplasm,,
ACH-000477,MALME3M_SKIN,Malme-3M,,,Skin Cancer,malignant_melanoma,Male,NIBRI
ACH-001356,MB1_THYROID,MB-1,,,Thyroid Cancer,,Male,
ACH-001120,MB157_BREAST,,,,Breast Cancer,,Female,
ACH-000583,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,907799,2082,Lymphoma,lymphoid_neoplasm,Male,ATCC
ACH-000796,MCAS_OVARY,MCAS,,,Ovarian Cancer,carcinoma,Female,HSRRB
ACH-001550,MCC13_SKIN,MCC13,,,Skin Cancer,merkel,,
ACH-001551,MCC142_SKIN,MCC14/2,,,Skin Cancer,,,
ACH-001552,MCC26_SKIN,MCC26,,,Skin Cancer,merkel,,
ACH-001357,MCF10A_BREAST,MCF 10A,,,Breast Cancer,Basal,Female,
ACH-000019,MCF7_BREAST,MCF7,905946,588,Breast Cancer,Luminal,Female,ATCC
ACH-000044,MDAMB134VI_BREAST,MDA-MB-134-VI,,,Breast Cancer,Luminal,Female,
ACH-000621,MDAMB157_BREAST,MDA-MB-157,925338,1796,Breast Cancer,Basal,Female,ATCC
ACH-000759,MDAMB175VII_BREAST,MDA-MB-175-VII,908120,50,Breast Cancer,Luminal,Female,ATCC
ACH-000768,MDAMB231_BREAST,MDA-MB-231,905960,1013,Breast Cancer,Basal,Female,ATCC
ACH-001358,MDAMB330_BREAST,MDA-MB-330,1330941,1989,Breast Cancer,,Female,
ACH-000934,MDAMB361_BREAST,MDA-MB-361,908121,880,Breast Cancer,,Female,ATCC
ACH-000876,MDAMB415_BREAST,MDA-MB-415,924240,344,Breast Cancer,Luminal,Female,ATCC
ACH-000884,MDAMB435S_SKIN,MDA-MB-435S,,,Skin Cancer,malignant_melanoma,Female,ATCC
ACH-000573,MDAMB436_BREAST,MDA-MB-436,1240172,927,Breast Cancer,Basal,Female,ATCC
ACH-000910,MDAMB453_BREAST,MDA-MB-453,908122,101,Breast Cancer,Luminal,Female,NIBRI
ACH-000849,MDAMB468_BREAST,MDA-MB-468,908123,415,Breast Cancer,Basal,Female,ATCC
ACH-000952,MDAPCA2B_PROSTATE,MDA PCa 2b,,,Prostate Cancer,carcinoma,Male,ATCC
ACH-000935,MDST8_LARGE_INTESTINE,,1240173,928,Colon Cancer,adenocarcinoma,,ECACC
ACH-000439,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942,427,Leukemia,,Male,DSMZ
ACH-001359,ME180_CERVIX,ME-180,687514,1040,Cervical Cancer,,Female,
ACH-000405,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC1,,,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-001121,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,Male,
ACH-000072,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG01,908126,1263,CML/Leukemia,haematopoietic_neoplasm,Male,NIBRI
ACH-001554,MEL202_UVEA,mel-202,,,Melanoma,uveal_melanoma,-1,
ACH-002015,MEL285_UVEA,Mel285,,,Melanoma,uveal_melanoma,Female,
ACH-000450,MELHO_SKIN,MEL-HO,908124,2109,Skin Cancer,malignant_melanoma,Female,DSMZ
ACH-000881,MELJUSO_SKIN,MEL-JUSO,908125,626,Skin Cancer,malignant_melanoma,Female,DSMZ
ACH-001555,MERO14_LUNG,Mero-14,,,Lung Cancer,,Male,
ACH-001556,MERO25_LUNG,Mero-25,,,Lung Cancer,,Male,
ACH-001557,MERO41_LUNG,Mero-41,,,Lung Cancer,,Male,
ACH-001558,MERO48A_LUNG,Mero-48a,,,Lung Cancer,,,
ACH-001559,MERO82_LUNG,Mero-82,,,Lung Cancer,,,
ACH-001560,MERO83_LUNG,Mero-83,,,Lung Cancer,,,
ACH-001561,MERO84_LUNG,Mero-84,,,Lung Cancer,,,
ACH-001562,MERO95_LUNG,Mero-95,,,Lung Cancer,,,
ACH-000449,MESSA_SOFT_TISSUE,MES-SA,908127,1395,Soft Tissue/Sarcoma,sarcoma,Female,ATCC
ACH-000987,MEWO_SKIN,MeWo,908128,102,Skin Cancer,NS,Male,GNF
ACH-000192,MFE280_ENDOMETRIUM,MFE-280,908129,1540,Endometrial Cancer,carcinoma,Female,NIBRI
ACH-000879,MFE296_ENDOMETRIUM,MFE-296,908130,920,Endometrial Cancer,carcinoma,Female,
ACH-000988,MFE319_ENDOMETRIUM,MFE319,1240174,1816,Endometrial Cancer,carcinoma,Female,NIBRI
ACH-001819,MFM223_BREAST,MFM-223,,,Breast Cancer,Ductal Mammary Carcinoma,,
ACH-000359,MG63_BONE,MG-63,908131,2170,Bone Cancer,osteosarcoma,Male,NIBRI
ACH-000020,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MHH-cALL-2,908132,1906,B-cell_ALL/Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000032,MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MHH-cALL-3,,,B-cell_ALL/Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000156,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MHH-cALL-4,908133,2070,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000391,MHHES1_BONE,MHH-ES-1,908134,339,Bone Cancer,NS,Male,DSMZ
ACH-000055,D283MED_CENTRAL_NERVOUS_SYSTEM,D283,906834,1184,Medulloblastoma/ Brain Cancer,"group 3, MYC-expressing",Male,NIBRI
ACH-000601,MIAPACA2_PANCREAS,MIA PaCa-2,724870,1541,Pancreatic Cancer,adenocarcinoma,Male,NIBRI
ACH-000220,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MINO,,,Lymphoma,lymphoid_neoplasm,Male,GNF
ACH-000077,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,,,T-cell lymphoma,lymphoid_neoplasm,Male,NIBRI
ACH-001122,MKL1_SKIN,MKL-1,,,Skin Cancer,,,
ACH-001123,MKL2_SKIN,MKL-2,,,Skin Cancer,,,
ACH-000351,MKN1_STOMACH,MKN1,908138,1647,Gastric Cancer,adenosquamous,Male,HSSRB
ACH-000356,MKN45_STOMACH,MKN-45,925340,1542,Gastric Cancer,adenocarcinoma,Female,HSRRB
ACH-000678,MKN7_STOMACH,MKN7,924250,2113,Gastric Cancer,adenocarcinoma,Male,GNF
ACH-000758,MKN74_STOMACH,MKN74,,,Gastric Cancer,adenocarcinoma,Male,HSSRB
ACH-000058,ML1_THYROID,ML1,1240178,1227,Thyroid Cancer,carcinoma,,DSMZ
ACH-001563,MM127_SKIN,MM127,,,Skin Cancer,,,
ACH-000763,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MM1-S,1659818,995,Multiple Myeloma,lymphoid_neoplasm,,ACDC LAB
ACH-001566,MM370_SKIN,MM370,,,Skin Cancer,malignant_melanoma,,
ACH-001567,MM383_SKIN,MM383,,,Skin Cancer,,,
ACH-001568,MM386_SKIN,MM386,,,Skin Cancer,malignant_melanoma,,
ACH-001569,MM415_SKIN,MM415,,,Skin Cancer,malignant_melanoma,,
ACH-001570,MM426_SKIN,MM426,,,Skin Cancer,malignant_melanoma,,
ACH-001125,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,,908144,1383,Brain Cancer,glioma,,
ACH-001126,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,,908145,1543,Brain Cancer,glioma,,
ACH-000095,D341MED_CENTRAL_NERVOUS_SYSTEM,D341;D341MED,,,Medulloblastoma,"group 3, MYC-amp",Male,NIBRI
ACH-000369,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM16,1330948,1229,Leukemia,haematopoietic_neoplasm,Female,DSMZ
ACH-000321,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM6,,,Leukemia,haematopoietic_neoplasm,Male,DSMZ
ACH-000453,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-2,,,Multiple Myeloma,lymphoid_neoplasm,Male,DSMZ
ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,1330950,924,Multiple Myeloma,lymphoid_neoplasm,Male,DSMZ
ACH-000795,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT13,908146,86,Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000918,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT16,908147,1321,Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000964,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT3,,,Leukemia,lymphoid_neoplasm,Male,PT-6ZZI
ACH-001127,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-4,905958,2227,Lymphoma,,Male,
ACH-001128,MON_SOFT_TISSUE,MON,,,Rhabdoid,rhabdoid_tumor,,
ACH-001053,D425_CENTRAL_NERVOUS_SYSTEM,D425,,,Brain Cancer,"group 3, MYC-amp",,
ACH-000006,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONO-MAC-6,908148,2167,Leukemia,,Male,DSMZ
ACH-000851,MORCPR_LUNG,MOR/CPR,,,Lung NSCLC,carcinoma,,ECACC
ACH-001130,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma/Leukemia,lymphoid_neoplasm,Female,DSMZ
ACH-000319,MPP89_PLEURA,MPP89,908150,2255,Mesothelioma/Lung Cancer,mesothelioma,Male,GNF
