ACC BLCA BRCA CESC CHOL COAD ESCA GBM HNSC KICH KIRC KIRP LGG LIHC LUAD LUSC MESO OV PAAD PCPG PRAD READ SARC SKCM STAD TGCT THCA UCEC UCS UVM
SB216763 1 0.244811360583826 1 1 1 0.00804440188339467 0.0149727587975945 3.30205867201272e-130 0.468528803397644 1 0.000202265372916297 1 6.20752903824728e-42 1 4.06404383789398e-05 0.113065516844005 0.624153887175625 1 0.48421459794742 0.223163655318771 1 1 0.0286977935101373 0.0141856273543965 0.0380328907132057 0.341615065849239 1 1 1 1
SB505124 1 5.97129298176716e-05 1.80665733263093e-17 1 1 1 1 0.00210485127650294 1 1 1 1 2.44309975379894e-26 3.51135248817674e-43 1 0.000672860315145899 1 1 1 1 1 1 0.0134970861814487 1.86127947562487e-20 1 1.59737877283271e-115 1 1 1.41021977582505e-12 1
SB52334 1 1 1 1 1 1 1 2.06557273524029e-09 1 1 1 1 2.44535874339597e-292 1 1 1 1 1 1 0.727432824483386 1 1 1 4.78353988352869e-13 1 6.02569984342074e-35 1 1 1 0.600711374660518
SB590885 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1.62423449384839e-12 1 1 1 1.62515067527645e-104
Seliciclib 1 0.00025716080498156 1 1 1 7.30215821794368e-69 0.000196703005877339 1 1 1 1 1 1 6.29994688100922e-78 1 1 1 0.107642264353925 1 1 1 6.46154140259555e-18 1 1 1.9551054351203e-23 1.50605094675834e-28 1 0.725400411649777 1 1
Selisistat 1 0.0352018578390209 1.44568404997486e-16 4.02331895967315e-10 1 1 1 1 0.177170400043151 1 1 1 1 0.0871099774797335 1 1.57316750084771e-15 1 1 1 1 1 1 0.771553720675495 4.69010706586787e-62 1 2.58057898557944e-86 1 0.0514537792457663 0.0642781935433018 1
Selumetinib 1 0.0139678884144103 1 1 1 0.0964832981439991 0.389870219068331 1 0.000375849732932155 1 1 1 1 1 1 1 1 1 1 1 1 1 0.10918236398901 0 0.000185030065491694 1 1 1 1 3.80137221749429e-96
Sepantronium.bromide 1 0.41432189057384 0.337707863574365 1.31318697737908e-07 1 1 0.863921991597068 0.707978692604348 8.20885768526304e-29 1 1 1 0.0121919034129043 1 3.20123545058905e-06 0.00149717699598887 1 4.3176829151511e-26 1 1 1 1 0.665608256647156 5.74612944547584e-08 1 1.86065571513088e-16 1 0.000603073471547627 1.4740895717533e-11 0.600711374660518
Serdemetan 1 0.000171325165437477 1.30634713497368e-19 2.1951232958099e-05 1 1 1.43001181433412e-06 1 3.54788473910382e-98 1 1 1 1 1 1 1.06493558996866e-71 1 1 1 1 1 1 0.665608256647156 0.0270639343377658 1 1 1 1 1 1
SGC0946 1 0.0352018578390209 1 2.50770505161562e-36 1 1 0.60669316702426 1 3.52536921148314e-19 1 1 1 1 1 1 3.22212295357705e-35 1 1 1 1 1 1 1.85262542736349e-06 0.000532048963062228 1 3.5817042059386e-49 1 0.861700841274659 0.0642781935433018 1
Shikonin 1 0.000678481840872221 1 1 1 1 1 1 1 1 1.09240471412916e-19 2.76338496884617e-18 1 1 1 1 1 1 1 1 1 1 0.000388079751188232 4.48761064036671e-190 1 0.0118754319899405 1 1 0.208447673544305 9.70893886586422e-24
SL0101 1 0.0614091420245157 1 7.7854472430697e-54 1 1 1.16090400197219e-07 1 5.22174173022337e-58 1 1 1 1 1 1 3.51808601855602e-57 1 1 1 1 1 1 1 0.019642060968433 1 1.70753829646024e-05 1 1 0.000464150762896257 1
SN.38 1 7.87249635571091e-27 2.35380227558019e-05 4.60985225764351e-16 1 1 0.0582134606872374 0.0596977111784764 0.001812537237511 1 1 1 1 1 3.20123545058905e-06 7.09541484886954e-08 5.20387395691535e-15 0.00305850211389887 1 1 1 1 1.27891849175544e-10 4.78353988352869e-13 1 1 1 0.481792113074837 0.000464150762896257 0.121030370424144
SNX.2112 1 0.0808085576066483 1 1.31318697737908e-07 1 1 0.0582134606872374 1 1.67037092901302e-142 1 1 1 1 1 1 9.86257357770119e-74 0.080319816351195 1 1 1 1 1 1 0.019642060968433 1 0.449900611955713 1 1 1 1
Sorafenib 0.0603156578239249 0.0139678884144103 0.0119387319121266 1 1 1 1 1 1 1 3.05454115227876e-07 0.784757217915323 1 2.09762355890579e-06 0.0953296320421454 1.96165954725816e-05 1 0.422744109188817 1 1 1 1 5.84400112100319e-05 8.92584962893618e-88 1 2.5318627382998e-58 1 0.385757586550673 1 2.71387289679174e-11
STF.62247 0.116746132864282 0.244811360583826 0.657909928608603 0.0226189198092572 1 1 1 1 0.00951880256348695 1 0.837698770527999 0.0187792950198981 1 0.0378264893791292 0.297107510212745 0.141257876469594 6.81001051311835e-09 0.422744109188817 1 1 1 1 0.0134970861814487 7.04989651132497e-27 1 1.85532022422594e-75 0.000494917421423428 0.861700841274659 1 1
Sunitinib 1 0.726560335192625 1 0.079745749046179 1 1 0.00569543143706964 1 1.21031745414872e-134 1 1 1 1 1 1 1.36266678168448e-88 1 1 1 1 1 1 5.84400112100319e-05 0.000900581307790611 1 1 1 1 0.00192428426697923 1
T0901317 1 0.41432189057384 7.20306128811642e-15 8.811707259323e-12 1 1 1 1 0.835738450909275 1 3.05454115227876e-07 1 1 4.94638434280447e-05 4.06404383789398e-05 2.45280308818667e-10 0.451042015439041 1 1 1 1 1 2.00008194992834e-25 1 1 3.00894641136992e-119 1 0.0210342619195963 1.93808890005098e-05 1
TAK.715 1 0.102188030285871 0.00145826456837244 4.60985225764351e-16 1 1 0.389870219068331 1 0.00353770642454112 1 1 1 1 2.09762355890579e-06 0.0219047935368601 3.97517964797635e-20 1 0.000141488851055957 1 1 1 1 1 0.902621055385051 1 7.79985321979065e-98 1 0.290671348982448 1 1
Talazoparib 1 0.0614091420245157 1.06162783068364e-15 0.00436449620925192 1 1 1.2313245823855e-19 1 9.14592696910822e-25 1 1 1 1 1 4.06404383789398e-05 2.41352412845927e-18 0.624153887175625 0.285883695606992 1 1 1 1 0.000116203154458012 0.00312361828567548 1 1.92792452024923e-45 1 6.43334913884323e-05 1.27556879425412e-20 1
Tamoxifen 1 0.00333716768723338 1 2.16874469906273e-108 1 1 0.00290836072116084 1 1.67349944082804e-75 1 1 1 1 1 1 5.52997967048948e-36 1 1 1 1 1 1 1 1 1 0.849104040915827 1 1 1 1
Tanespimycin 1 6.34332828143994e-54 0.00773591557579307 0.591689439437503 1 1 2.01154432067947e-16 1 2.04758386178467e-38 1 1 1 1 0.0678486875556899 1 0.000126020396949976 1 1 1 1 1 1 0.000116203154458012 0.000117692097052062 0.817426474531032 1 1 1 1 1
Temozolomide 1 0.000979799060353581 1.30634713497368e-19 1.01723689810531e-49 1 1 0.306647563000153 1 8.34200318356804e-110 1 1 1 1 1 1 9.76149565763817e-21 1 1 1 1 1 1 0.470425833268234 1 1 0.000486087151116454 1 1 1 1
Temsirolimus 1 3.16812342369527e-08 2.69681766899682e-13 0.0305800487966977 1 1 0.00041095665647054 1 1.73671700961229e-08 1 1 1 1 2.72330090986399e-18 1 5.58585213096553e-22 0.624153887175625 1 1 1 1 1 1.81975202232435e-63 2.23392118214041e-05 1 0.341615065849239 1 1 1 1
TGX221 1 1 1 1 1 1 1 3.01066453638924e-15 1 1.01251924855509e-07 1.44861292633384e-08 1.33163967125278e-241 4.15246376873497e-09 1 1 1 1 1 1 1 1 1 0.000698371356331211 0.807995735054723 0.205473485756146 1 1 1 1 1
Thapsigargin 1 1 2.06316749538771e-18 1.20606319737476e-06 1 1 4.69501043967754e-06 1 7.38441130379629e-84 1 1 1 1 7.13005549568374e-08 3.20123545058905e-06 7.10532046788247e-62 1 1 1 1 1 1 1 0.019642060968433 1 1.70753829646024e-05 1 1 1 1
THZ.2.102.1 1 0.353018933643968 0.0647006092868454 2.03015677963441e-29 1 1 0.60669316702426 1 3.52536921148314e-19 1 1 1 6.25737830497973e-07 1 1 1.24281610374496e-28 1 0.181816740197351 1 1 1 1 1 4.86008793691563e-07 1 1.00700504499379e-51 1 1 1 1
THZ.2.49 1 0.0482918499946641 2.77500042939482e-06 1 1 1 1 1 1 1 0.412111674396007 0.168916591158843 1 0.394206327849235 0.0374962639908125 7.94852807130338e-05 1 2.63453078933777e-12 1 1 1 1 1 2.4143178633334e-32 1 1.50605094675834e-28 8.69424235928905e-07 2.41100084445644e-13 1 1
Tipifarnib 1 8.89034514282598e-38 4.22332778375814e-06 4.6071089813843e-18 1 1 0.0149727587975945 1 0.91763222058476 1 1 1 1 0.222556153557955 0.00114661521958342 6.19256001620216e-28 1 1 1 1 1 1 1 0.000900581307790611 1 1.70790077419518e-78 1 0.000603073471547627 0.208447673544305 1
Tivozanib 0.00181654839134947 1 1.30634713497368e-19 5.14657157058436e-07 1 1 1 0.351991930267659 0.533946039603688 1 3.05454115227876e-07 1 0.297605372518215 0.000907408499584217 1 0.245670278044477 0.080319816351195 1 1 1 1 1 3.70393020680855e-102 3.90253672253582e-21 1 5.10897973708572e-43 1 1 1 1
TL.1.85 7.32091114988946e-09 0.0139678884144103 4.90441718039762e-12 0.00306158678368067 1 1 1 1 1 1 1.65638073412401e-12 0.0275087682002271 1 2.46877180001136e-05 0.0471758717119073 0.057478042696765 0.00393339446046113 1 1 1 1 1 2.51534961789856e-32 1.21297746182735e-35 1 1.54759398689066e-25 4.44385223945109e-06 0.222123510819405 1 0.295628810909397
TL.2.105 1 0.244811360583826 1.83213313701576e-07 1 1 1 1 1 1 1 1 1 1 2.79120950715052e-09 0.834975775520711 0.752057237319668 1 0.285883695606992 1 1 0.000419730150647935 1 0.191251245355681 5.97034410806999e-12 1 3.79878572419965e-96 1 0.290671348982448 1 1
Tozasertib 1 0.00696719456162081 1 8.38899423357236e-33 1 1 4.16449007240488e-07 1 3.29127266284039e-22 1 1 1 1 1 1 9.64757383688787e-52 1 0.422744109188817 1 1 1 1 0.561394648141915 0.0858975017966248 1 5.51788933649951e-05 1 3.03483167238006e-11 5.4020370878013e-07 1
TPCA.1 0.00580729173622649 0.0482918499946641 4.55033419361306e-14 0.00176129802248581 1 1 1 0.0596977111784764 0.0622092290722538 1 0.758856132919345 0.00573193500479986 0.0282979754794289 9.1464790718351e-10 9.9162889328478e-06 0.169819800271113 1 5.40753772924588e-07 1 1 1 1 0.310911060933807 1.71035796487371e-12 1 3.8014510928703e-83 1 0.861700841274659 1 1
Trametinib 1 0.000678481840872221 1 1 1 2.51908970721688e-25 1 1 1 1 1 1 1 0.0149316090967035 3.20123545058905e-06 1 1 1 1 1 1 7.36983916850124e-07 1 3.06806910734458e-287 0.644197145196252 1 1 1 1 3.12954024761072e-31
Tretinoin 1 0.00025716080498156 1.53047462631489e-11 1 1 1 1 0.707978692604348 0.147408658634332 1 1 1 0.253366169796239 1 1 5.40769701966079e-05 0.207903048470449 1 1 1 0.460104252908968 1 3.94798939926628e-91 0.000328351015906508 1 5.10897973708572e-43 1 1 0.000464150762896257 1
Tubastatin.A 1 1 3.24109509605112e-10 1 1 1 1 5.05519131343449e-31 1 1 1 1 2.77097981474193e-158 0.00318990880324631 4.06404383789398e-05 1 1 1 1 1 1 1 0.771553720675495 0.00970447558829045 1 1.1634503580212e-66 1 1 1 1
TW.37 1 0.559921978564493 1 0.0103226890585751 1 1 0.60669316702426 1 1.37470936672697e-21 1 1 1 1 0.00318990880324631 1 0.0344653460092803 0.00393339446046113 1 1 1 1 1 9.76737952385072e-18 2.36376870699038e-149 1 1.18077804893133e-22 1 1 0.000100023676636669 1
UNC0638 1 5.97129298176716e-05 8.92535817490569e-07 1 1 1 1 4.45497444223736e-10 4.16969477414827e-07 1 0.00141282055454185 1 0.00243636845686766 1 0.00243272853333021 7.94852807130338e-05 1 1 1 1 1 1 3.78001191020999e-34 2.05769228417873e-224 1 1.10646924895238e-09 1 1 1 1
UNC1215 1 0.000171325165437477 1 9.22672600255747e-52 1 1 0.306647563000153 1 2.27877414659507e-20 1 1 1 1 1 1 9.30801142339916e-75 1 1 1 1 1 1 0.0134970861814487 0.713552330350205 1 2.21631294996968e-08 1 0.222123510819405 0.208447673544305 1
Veliparib 1 0.486757319351957 1 2.1951232958099e-05 1 1 0.389870219068331 0.452624424523901 0.0982031192793344 1 1 1 1 6.35285351817241e-46 6.16832147059255e-07 0.292777113919513 1 1 1 1 1 1 4.98340262329841e-17 1.40533526466386e-16 1 7.79985321979065e-98 1 1 0.00192428426697923 1
Vinblastine 1 0.0193092577136147 1.44568404997486e-16 0.0148160273726528 1 1 7.94564779486725e-09 1 1.86221905194047e-124 1 1 1 1 1 1 4.85330153134253e-59 1 1 1 1 1 1 0.771553720675495 0.540598976864275 1 1 1 1 1 1
Vinorelbine 1 0.00333716768723338 9.55744343065834e-13 1.35859742480663e-09 1 1 1.2313245823855e-19 1 1.04311742097419e-51 1 1 1 1 1 3.20123545058905e-06 1.44079354810852e-97 1 1 1 1 1 1 1 0.141673812672166 1 1 1 0.601690745283257 1 1
Vismodegib 1 0.726560335192625 9.55744343065834e-13 9.22672600255747e-52 1 1 1 1 3.29127266284039e-22 1 1 1 1 0.000342642018891801 1 0.169819800271113 1 1 1 1 1 1 0.042164492395462 2.4143178633334e-32 1 2.51881947424595e-54 1 0.725400411649777 0.00192428426697923 1
VNLG.124 1 0.244811360583826 1.35656455284541e-09 0.3464401070874 1 1 1 0.00210485127650294 0.177170400043151 1 2.35307993866718e-23 0.680384682564582 0.0121919034129043 0.394206327849235 0.253362224702543 0.000466245127615837 0.0407100627099086 1 1 1 1 1 4.94082677894474e-13 3.3486797977511e-17 0.000496828409135572 1.00821977090979e-21 1 1 1 1
Vorinostat 1 0.643187659331714 0.0647006092868454 3.68494195889129e-14 1 1 0.172863287757807 1 6.48057795431864e-06 1 1 1 1 4.97208922338327e-14 1 0.000466245127615837 1 1 1 1 1 1 1 0.17845476134527 1 6.28735872464234e-139 1 0.222123510819405 2.23556675334778e-19 1
VX.11e 1 1 1 1 1 5.40002973965201e-32 1.16090400197219e-07 1 1 1 1 0.890785249280019 1 1 0.0471758717119073 1 1 1 3.55848227894199e-09 1 1 7.36983916850124e-07 1 9.65742352842603e-31 5.17897219689444e-133 0.706796262652279 1 1 1 0.00201370309049938
VX.702 1 0.0482918499946641 1.80665733263093e-17 0.0148160273726528 1 1 1 1 0.0482757350096647 1 0.010083489827487 1 1.93188190286021e-07 2.08532642004451e-16 6.16832147059255e-07 0.292777113919513 1 1 1 1 1 1 6.30277300818034e-07 6.76090259912457e-11 1 5.30836412578498e-71 1 1 1 1
Wee1.Inhibitor 1 0.643187659331714 1 2.15246494749529e-25 1 1 1.95467537835311e-09 1 6.21221006813952e-206 1 1 1 1 1 1 1.24521477305952e-16 1 1 1 1 1 1 0.0194226011178323 0.000900581307790611 1 0.449900611955713 1 1 1 1
WH.4.023 0.291276571237512 0.102188030285871 1 0.0305800487966977 1 1 2.51887642659829e-21 1 4.4156010122643e-87 1 0.00389786562233462 5.49771303101803e-19 1 1 1 3.22212295357705e-35 1 2.32184676781085e-05 1 1 1 1 1 0.00710307346420632 1 1 1 0.481792113074837 0.00707431860351838 1
WHI.P97 1 0.00333716768723338 1.80665733263093e-17 1.50499339838806e-63 1 1 0.00041095665647054 1 8.20885768526304e-29 1 1 1 1 1 1 4.32571925967317e-82 1 1 1 1 1 1 1 1 1 3.77620606497192e-18 1 1 1 1
WZ.1.84 1 7.50276691472235e-09 1.06162783068364e-15 2.15246494749529e-25 1 1 7.31906301272467e-25 1 8.54511593310261e-222 1 1 1 1 1 1 0.916147140482313 1 1 1 1 1 1 1 1 1 1 1 1 1 1
WZ3105 1 1 0.507117296800381 4.02331895967315e-10 1 1 0.389870219068331 1 0.000565387642710725 1 1 1 0.0163176803779876 1 0.00166187324699012 9.15854319635759e-12 1 1 1 1 0.00066337617280947 1 0.0194226011178323 1.13001308495098e-06 4.231440256089e-05 1.20205086853144e-40 8.69424235928905e-07 0.385757586550673 1 1
XAV939 1 0.0808085576066483 1 3.51900467882672e-26 1 1 0.863921991597068 1 1.47598247449444e-65 1 1 1 1 1 6.16832147059255e-07 3.64410524415679e-43 1 1 1 1 1 1 1 1 1 1 2.28816620244621e-26 1 1 1
XMD11.85h 1 0.41432189057384 1 3.05485126397632e-06 1 1 0.49433772586804 1 1.12824992816766e-93 1 1 1 1 1 1 0.00207149829151984 1 1 1 1 1 1 5.2592351709602e-23 1.16531050785062e-24 1 3.77620606497192e-18 1 1 1 1
XMD13.2 1 0.199582975764142 0.00145826456837244 2.03680621333002e-15 1 1 0.00569543143706964 1 1.73671700961229e-08 1 1 1 1 0.0199504465362092 4.06404383789398e-05 1.04491032321389e-33 1 0.0103646186889445 1 1 1 1 0.470425833268234 0.037618286104156 4.231440256089e-05 3.79878572419965e-96 1 0.481792113074837 3.39504566881882e-06 1
XMD14.99 1 0.102188030285871 4.90441718039762e-12 0.3464401070874 1 1 1 1 2.93010821659059e-05 1 0.412111674396007 1 6.25737830497973e-07 0.62681920435466 4.06404383789398e-05 0.000672860315145899 1 1 1 1 1 1 1.19651733228827e-15 6.8483408750442e-160 1 2.58057898557944e-86 1 1 1 1
XMD15.27 1 0.199582975764142 2.35380227558019e-05 0.501778313394486 1 1 1 1 0.0982031192793344 1 0.0138222497696232 1 1 0.714866719264392 3.20123545058905e-06 0.000992351225294051 1 1 1 1 1 1 9.76737952385072e-18 2.8147316619034e-66 1 4.28169651308468e-68 1 0.725400411649777 1 1
XMD8.85 0.291276571237512 0.000410444708403488 4.55033419361306e-14 3.05485126397632e-06 1 1 0.120442313055646 0.00210485127650294 1.64162911448352e-05 1 0.000652619740127683 1 1 0.000907408499584217 9.9162889328478e-06 1.03061187439768e-40 5.29498329556806e-06 0.502208380088726 1 1 1 1 6.56321040566844e-08 3.94497475317399e-26 1 0.449900611955713 1 0.222123510819405 0.0642781935433018 1
XMD8.92 1 0.0352018578390209 2.06316749538771e-18 0.00683760741791933 1 1 0.306647563000153 1 2.83968192850904e-55 1 8.23988784148622e-05 1 1 1 1 4.18937555372792e-49 0.624153887175625 1 1 1 1 1 1.85262542736349e-06 6.76090259912457e-11 4.231440256089e-05 1.62423449384839e-12 1 1 1 1
Y.39983 1 0.244811360583826 6.10565745983348e-05 0.0103226890585751 1 1 0.172863287757807 0.851759534628244 0.756315625080537 1 0.00549302262079996 0.00573193500479986 0.00336621520831031 0.00712049794991614 0.676883972365376 0.000466245127615837 9.54509137537332e-05 1 0.386649830490189 1 1 1 1.86434434806482e-18 2.23392118214041e-05 0.7300043730372 7.95443640641074e-42 5.59456657394589e-05 1 1 1
YK.4.279 1 1.33429632398712e-09 1 2.1951232958099e-05 1 1 0.00041095665647054 1 1.84633036278505e-70 1 1 1 1 1 1 8.56633155526065e-64 1 1 1 1 1 1 0.00830908197611713 0.019642060968433 1 1 1 1 1.02568047597749e-14 1
YM201636 0.598057708403256 0.00228198724044337 0.104664187494688 0.00306158678368067 1 1 1 1 1 1 1 1 0.755828637221433 0.00318990880324631 0.00648197182245031 0.000202561367576835 1 8.70348726416397e-56 1 1 1 1 1 4.32710426673098e-05 1 9.93983012419793e-105 0.000494917421423428 1.26915055165666e-19 0.208447673544305 1
Z.LLNle.CHO 1 2.70273182230785e-48 4.90441718039762e-12 1.35213559227178e-28 1 1 0.732247470823069 1 9.77249930171162e-82 1 1 1 1 1 1 0.833151732914157 1 0.0227541930175328 1 1 1 1 0.042164492395462 0.000216340587077036 1 5.00499733068828e-06 1 1 1 1
ZG.10 1 0.000410444708403488 1 1.0709937482675e-72 1 1 0.000196703005877339 1 1.76853507320715e-53 1 1 1 1 1 1 6.7212406633633e-24 1 1 1 1 1 1 0.10918236398901 0.00457721446009275 1 3.67808963884872e-07 1 1 0.0642781935433018 1
Zibotentan 1 0.353018933643968 2.35380227558019e-05 6.87545728436652e-05 1 1 1 1 0.0982031192793344 1 1 1 1 0.000907408499584217 6.16832147059255e-07 4.41994061305519e-07 1 1 1 1 1 1 0.000116203154458012 5.12515590925735e-61 1 1.54687959195881e-89 1 0.725400411649777 1.24903856669315e-13 1
ZM447439 1 0.000979799060353581 1.20079542274246e-07 2.1917837471286e-17 1 1 4.16449007240488e-07 1 1.37470936672697e-21 1 1 1 1 0.00318990880324631 3.20123545058905e-06 1.03061187439768e-40 0.451042015439041 1 1 1 1 1 0.0194226011178323 0.000328351015906508 1 3.5817042059386e-49 1 0.861700841274659 0.000100023676636669 1
ZSTK474 1 0.00025716080498156 0.55491661147179 0.107539015345264 1 1 1 1 1 1 4.2044446292903e-19 0.0981668515619874 1 1 0.00243272853333021 1 1 8.70348726416397e-56 1 1 1 1 1 0.902621055385051 1 6.02569984342074e-35 0.000204683489340617 7.0269691534115e-46 1 1
