ACC BLCA BRCA CESC CHOL COAD ESCA GBM HNSC KICH KIRC KIRP LGG LIHC LUAD LUSC MESO OV PAAD PCPG PRAD READ SARC SKCM STAD TGCT THCA UCEC UCS UVM
THZ.2.49 1 0.00509037190626407 1 1 1 0.0183642502223345 1.47206855664114e-05 1 0.300105267412855 1 1 1 6.60749971600348e-08 1 9.9162889328478e-06 0.245670278044477 1 1 1.72649631230074e-27 3.87862866702083e-76 7.06077738898156e-56 1 1 1 0.0646746152465404 1 1 1 1 1
Tipifarnib 1 1 1 1 1 1 1 0.0368932919727909 1 1 1 1 2.87143343053446e-130 1 1 1 1 1 1.38186181306298e-18 9.40485421012848e-240 1 1 1 1 1 1 1 1 1 1
Tivozanib 1 0.000678481840872221 0.00112718083363916 1 0.0322250931300643 0.00804440188339467 1 1 1 1 2.12998968577025e-05 3.42657294380625e-10 1 1 0.350713299287756 1 1 1 7.16464535150916e-23 1 5.40993743505901e-134 1 1 1 0.133678750635525 1 0.00317845063246302 1 1 1
TL.1.85 1 5.15197336249392e-07 0.657909928608603 1 1 0.00567040397936923 4.40205995673522e-05 1 0.000109250925312516 1 1 1 1 1 1 1 1 1 2.0645212539276e-15 1 7.72088354264996e-102 3.42479259316011e-06 1 1 8.86417850298532e-10 1 1 0.222123510819405 1 1
TL.2.105 1 0.0266713866350916 1 0.687217237536581 7.03255902478371e-06 0.890056004432422 0.000196703005877339 1 0.00951880256348695 0.00151624990593867 0.124811016790985 1.25055688226925e-71 1 1 0.0219047935368601 1 1 1 1.09276585002162e-83 1 0.0019953077565288 5.97683519320846e-05 1 1 5.05392368354921e-09 1 0.0113336230654167 1 1 1
Tozasertib 1 1 2.06316749538771e-18 1 1 1 1 1 1 1 2.12998968577025e-05 0.784757217915323 0.176427713453144 1.63771701909403e-174 0.00648197182245031 1 1 1 0.000312305790666837 1.95313048839002e-80 1.33762601843942e-18 1 1 1 1 1 1 1 1 1
TPCA.1 1 1 3.73764303355486e-175 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.5294179084123e-71 1 1 1 0.00169670293554273 1 1 1 1 1
Trametinib 1 1 1.79047144865038e-42 1 1 1 1 0.258415462697688 1 1 1 1 0.0282979754794289 1 1 1 1 1 1 0.223163655318771 4.6846884563202e-177 1 1 1 1 1 0.00150742289518984 1 1 1
Tretinoin 1 0.816750441743856 1 0.079745749046179 1 3.49300876605917e-82 4.16449007240488e-07 1 1 8.94963004297538e-05 1 0.0275087682002271 1 0.00318990880324631 0.531815573681695 1 1 0.226220474143605 0.00154514893329891 1 1 2.61170206319045e-24 1 0.037618286104156 3.24808797049922e-36 1 1 0.00137434256563011 1 1
Tubastatin.A 1 0.000979799060353581 1 0.0305800487966977 1 7.30215821794368e-69 0.00290836072116084 1 4.16969477414827e-07 1 1 1 1 1 1 1 1 1 1.16475063339744e-37 1 3.33132323685015e-24 2.00929225542185e-43 1 1 8.01896574887586e-25 1 1 1 1 1
TW.37 1 0.00025716080498156 0.237716148031921 1 0.00825306933562802 0.000266967956898352 7.94564779486725e-09 1 1 5.35658297856401e-42 3.05454115227876e-07 0.00573193500479986 1 1 0.0953296320421454 1 1 1 8.93731329068987e-63 1 0.000927011139634711 0.474385232201489 1 1 3.09023566228081e-41 1 1 0.481792113074837 1 1
UNC0638 1 2.56501583839323e-12 1 0.00306158678368067 0.00177399533543392 0.00567040397936923 0.000944973304755103 1 1 1 1 1 1 1.76097995504498e-30 9.9162889328478e-06 1 1 0.592696777119243 0.000670243765771551 1 1.00040891333049e-57 4.94108041958145e-09 1 1 1.72474051959151e-12 1 1 0.481792113074837 1 1
UNC1215 1 1 1.96402321308278e-74 1 1 1 1 1 1 2.06547180671607e-09 0.000202265372916297 2.46320690832948e-05 1 1 0.118151645028035 1 1 1 7.39042237797664e-54 1 2.42330228186224e-09 1 1 1 0.0275746048081505 1 8.69424235928905e-07 1 1 1
Veliparib 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
Vinblastine 1 1 1 0.0305800487966977 1 4.72793570731904e-46 1 1 1 0.0166563971887794 0.00096311032382293 4.98065028998504e-183 1 0.114923438768434 0.00114661521958342 1 1 0.0804548377785088 0.605150028004581 1 1 2.61170206319045e-24 1 1 0.048941277102817 1 1 0.725400411649777 1 1
Vinorelbine 1 1 1 1 1 0.212607841182317 0.172863287757807 0.575456031253298 1 1 3.05454115227876e-07 0.680384682564582 6.14784017054285e-11 1 1 1 1 1 2.01776757683424e-65 8.88309879048646e-228 1 0.144888948314102 1 1 7.68840382804956e-19 1 1 1 1 1
Vismodegib 1 1 1.30634713497368e-19 1 1 0.0183642502223345 1 1 1 2.18516904165148e-31 1.06793928112743e-06 0.00573193500479986 2.16792020239748e-06 1 0.676883972365376 1 1 1 0.000670243765771551 1 4.34219810169193e-254 0.810994525122437 1 1 8.12011298967439e-16 1 8.69424235928905e-07 1 1 1
VNLG.124 0.598057708403256 1 2.22766998840918e-09 0.0593329704527328 1 6.08317497931091e-11 0.389870219068331 1 1 0.000387623919491319 1 1 1 1 1 1 1 1 6.49831289107545e-14 2.55088550268412e-86 1.41270113043622e-27 0.0266030358303936 1 1 0.355248171138962 1 2.01830216007904e-05 1 1 1
Vorinostat 1 0.0482918499946641 1 0.00306158678368067 1 1 1 1 1 1.46586022430997e-82 0.837698770527999 0.0134968574944524 1 1 0.0953296320421454 1 1 0.107642264353925 3.60180758093524e-85 1 6.30446092490434e-06 1 1 1 0.0208807741807118 1 2.54978230966516e-71 0.000291576279633067 1 1
VX.11e 1 0.00025716080498156 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.310911060933807 1 1 1 1 1 1 1
VX.702 1 1 5.09689305479528e-272 1 1 1 1 1 1 0.0460663626911023 1 1 1 1 1 1 1 0.0595343916963719 0.605150028004581 1 1.91788635258204e-05 1 1 1 0.0208807741807118 1 1 1 1 1
Wee1.Inhibitor 1 1 8.43802237258985e-06 1 1 1 1 1 1 1 1 5.49771303101803e-19 1 1 5.997176034778e-15 1 1 1 1.99835016700125e-29 1 4.87422956333342e-86 1 1 1 0.301306432563015 1 1 1 1 1
WH.4.023 1 0.907213057601225 5.92667098704632e-48 0.284367358634444 1 0.489057527613153 1 1 1 1 1 1 0.532155117956399 1 0.000103799793519363 1 1 1 0.293882187541154 1 1.78158316622737e-50 1 1 1 0.301306432563015 1 1 0.481792113074837 1 1
WHI.P97 1 1 0.18412440670838 1 1 0.0260223642229227 1 1 1 1 1 1 3.22208635879201e-18 0.00318990880324631 1 1 1 1 0.00154514893329891 0.29568896003158 2.0469838079933e-75 0.0266030358303936 0.042164492395462 1 1.79802089912781e-19 1 0.0153944018428951 1 1 1
WZ.1.84 1 1 1 1 2.27400043879712e-17 1 1 1 1 1 3.05454115227876e-07 0.000318559100746026 1 0 3.20123545058905e-06 1 1 1 0.48421459794742 1 1 1 1 1 4.231440256089e-05 0.0118754319899405 1 1 1 1
WZ3105 1 1 1 1 8.42536332033826e-09 1.08500073630593e-06 1 1 1 1 7.23409647552908e-102 1.52645311075957e-63 1 2.16006965109258e-27 1 1 1 1 0.162176269626814 1 1 1.2886721194916e-10 1 1 0.048941277102817 1 1 1 1 1
XAV939 1 1 8.56121031005631e-05 1 1 1.86832638095794e-100 0.120442313055646 1 1 1 1 1 1 0.0280339511344157 1 1 1 1 1 9.7087536041299e-10 1 2.00929225542185e-43 1 1 8.73639497635483e-58 1 1 1 1 1
XMD11.85h 1 1 1.28768253092189e-172 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.47293607974584e-91 1 1 1 1 1 1 1 1 1
XMD13.2 1 1 4.90441718039762e-12 1 0.0322250931300643 1 1 1 1 2.18516904165148e-31 7.08321928518836e-48 4.28529892171159e-35 1 1 0.000152039289054112 1 1 1 3.353314887615e-117 1 0.244563673722927 1 1 1 0.048941277102817 1 0.000307866375540149 1 1 1
XMD14.99 1 1 0.460504395166522 1 1 1 1 1 1 8.94963004297538e-05 1 1 1 1 1 1 1 0.0227541930175328 1 1 7.52817985028314e-315 1 1 1 4.231440256089e-05 1 3.90289533204645e-08 1 1 1
XMD15.27 1 1 3.36923215252409e-34 0.0305800487966977 1 1 0.49433772586804 1 1 8.94963004297538e-05 1 2.63153609470097e-11 1 1 0.00485772072524408 1 1 0.107642264353925 5.00059433171612e-75 1 0.004141358524399 1 1 1 1.46343848214473e-13 1 2.01830216007904e-05 1 1 1
XMD8.85 1 0.00509037190626407 1 0.107539015345264 1 6.11439432115276e-06 1 1 1 1 1 3.67394664971545e-07 6.25737830497973e-07 1 0.210785857197145 1 1 1 0.162176269626814 1.91456807493116e-46 1.17305996887424e-80 0.052997481685273 1 1 0.000496828409135572 1 2.65069531124418e-11 0.861700841274659 1 1
XMD8.92 1 1 5.0853833505991e-100 1 1 1 1 1 1 0.00532345703534946 1 1 1 1 4.06404383789398e-05 1 1 1 0.222678440168948 1 8.23470237122001e-129 1 1 1 1 1 1 1 1 1
Y.39983 1 7.50276691472235e-09 9.38197794667435e-79 0.225511790226581 1 1 1 1 1 1 1 1 1 1 3.20123545058905e-06 1 1 1 1 1 6.1722319192059e-95 1 1 1 1 1 1 1 1 1
YK.4.279 1 1 0.825095737812513 1 1 1 1 0.707978692604348 1 1 1 1 3.76435290539071e-193 1 0.076131061221492 1 1 1 1.4448718331476e-08 2.52376789619675e-34 0.289122772990931 1 1 1 0.488287534905093 1 1 1 1 1
YM201636 1 0.102188030285871 1 0.00306158678368067 1 2.5994672166227e-07 8.21455832499165e-19 1 6.48057795431864e-06 1 1 1 1 1 0.00114661521958342 0.0448319952297999 1 1 6.30400443804408e-119 1 0.460104252908968 5.97683519320846e-05 1 1 1.29564682399406e-45 1 1 1 1 1
Z.LLNle.CHO 1 1 1.30634713497368e-19 1 1.24055633601504e-26 1 1 1 1 1 1 1 1 0 0.0121591211789203 1 1 1 0.726681053669946 1 1.24918847909842e-06 1 1 1 0.000496828409135572 0.0902730144775148 1 1 1 1
ZG.10 1 1 5.92667098704632e-48 1 0.00177399533543392 0.332480111036747 0.732247470823069 1 1 0.000387623919491319 1 0.00573193500479986 1 0.00022803659940459 0.000367895465644806 1 1 1 5.00059433171612e-75 1 2.82708119390804e-05 0.052997481685273 1 1 5.68865892597266e-53 1 1 1 1 1
Zibotentan 1 5.97129298176716e-05 4.17847039303739e-15 1 0.00177399533543392 1 0.60669316702426 1 1 2.79924535991706e-37 0.0813844698056356 0.411198739520439 1 1 0.253362224702543 1 1 1 2.04087223170884e-164 1 0.0256046792738741 1 1 1 7.45892262418424e-07 1 1 1 1 1
ZM447439 1 1 0.941280294370223 1 1 1 1 1 1 1.01251924855509e-07 1 0.411198739520439 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
ZSTK474 1 5.97129298176716e-05 1 1 1 1 0.00041095665647054 0.452624424523901 2.93010821659059e-05 1 1 1 0.0612512038154088 1 1 8.59360343630573e-07 1 1 7.7448211331959e-40 1.87290733366372e-118 8.60063606691185e-20 0.0266030358303936 0.191251245355681 1 5.32980182140404e-17 0.184298673819618 1 1 1 1
