Cancer	Gene	Drug	p.twosided	FC	nMut	nMutProp	adjp	color
UCEC	REV3L	17-AAG	0.000177832630070526	0.399468921571541	14	0.0833333333333333	0.000874792836811577	2
UCEC	RFX6	17-AAG	0.000216741613275354	0.397478429271588	14	0.0833333333333333	0.000986478183785957	2
UCEC	RFX7	17-AAG	0.000379347822947199	0.412129840502327	12	0.0714285714285714	0.00125675095085228	2
UCEC	RGPD4	17-AAG	0.00119807148197605	0.421168775597611	10	0.0595238095238095	0.00245151601564007	2
UCEC	RIF1	17-AAG	2.53194683147462e-05	0.463591647052396	14	0.0833333333333333	0.000435714866578661	2
UCEC	RNF17	17-AAG	2.63694696229337e-05	0.433513983876535	16	0.0952380952380952	0.000435714866578661	2
UCEC	ROS1	17-AAG	0.000374382743761808	0.429317295585139	11	0.0654761904761905	0.00124879723432877	2
UCEC	RPGRIP1L	17-AAG	0.000979952468968955	0.447978551641576	10	0.0595238095238095	0.0021400755712461	2
UCEC	RPS6KA3	17-AAG	0.000434012991762268	0.423498380096714	10	0.0595238095238095	0.00136745436213376	2
UCEC	RPS6KA6	17-AAG	0.000416101499222153	0.411558339017475	13	0.0773809523809524	0.00133316730342887	2
UCEC	SALL4	17-AAG	0.000493097992631723	0.446894072794365	10	0.0595238095238095	0.0014823377926645	2
UCEC	SAMD9	17-AAG	0.00117100061039757	0.427565392177103	10	0.0595238095238095	0.00240623332178741	2
UCEC	SAMD9L	17-AAG	0.00264522859348796	0.308602923219352	16	0.0952380952380952	0.00438172219397495	2
UCEC	SCAF11	17-AAG	0.0016423027246656	0.397261601158611	10	0.0595238095238095	0.00302717357294432	2
UCEC	SCAND3	17-AAG	0.00130975458489925	0.406471051567232	11	0.0654761904761905	0.00262489910636187	2
UCEC	SCN10A	17-AAG	0.00213028834176487	0.398050043083999	10	0.0595238095238095	0.00365299444520948	2
UCEC	SCN1A	17-AAG	0.000347115522938783	0.341448969858514	17	0.101190476190476	0.00123794694752871	2
UCEC	SCN2A	17-AAG	0.000611297082057646	0.373016968243022	14	0.0833333333333333	0.0016680134511573	2
UCEC	SCN3A	17-AAG	0.000352979199524883	0.406033730683705	14	0.0833333333333333	0.00123794694752871	2
UCEC	SCN4A	17-AAG	0.000264244341352849	0.439520332596046	11	0.0654761904761905	0.00106448587049751	2
UCEC	SCN5A	17-AAG	5.21677666994739e-05	0.451970774755837	17	0.101190476190476	0.000548236535942216	2
UCEC	SCN7A	17-AAG	0.00248498486485747	0.349774144036367	11	0.0654761904761905	0.00414447818214242	2
UCEC	SETD2	17-AAG	0.000122163534026118	0.37212294141781	19	0.113095238095238	0.000717981429839747	2
UCEC	SETX	17-AAG	9.41349468488995e-06	0.423272616602925	19	0.113095238095238	0.00030562479410276	2
UCEC	SHROOM2	17-AAG	0.000166045884531033	0.459827002847237	10	0.0595238095238095	0.00086025899751716	2
UCEC	SI	17-AAG	2.15381687698132e-06	0.519601289538994	15	0.0892857142857143	0.000209781763817981	2
UCEC	SIN3A	17-AAG	0.000762853111469145	0.420222437522271	10	0.0595238095238095	0.00181224129407548	2
UCEC	SLC4A7	17-AAG	0.000781211811017876	0.439734055267087	10	0.0595238095238095	0.0018203356553383	2
UCEC	SLIT1	17-AAG	0.00154378936856696	0.343950365868413	13	0.0773809523809524	0.00290280085904289	2
UCEC	SLITRK5	17-AAG	0.000149089801965243	0.460543210837991	11	0.0654761904761905	0.000820690842858041	2
UCEC	SMARCA1	17-AAG	1.3921260145828e-05	0.561800625064853	10	0.0595238095238095	0.000356823878474644	2
UCEC	SMC1A	17-AAG	0.0031638760526125	0.346970107552136	11	0.0654761904761905	0.00488901309217942	2
UCEC	SMG1	17-AAG	0.000367568486259667	0.403450675472683	12	0.0714285714285714	0.00124581161152427	2
UCEC	SNRNP200	17-AAG	0.00291074775473748	0.357720244233349	12	0.0714285714285714	0.00464395130954372	2
UCEC	SOGA2	17-AAG	0.000616514211926721	0.425718173969194	11	0.0654761904761905	0.0016680134511573	2
UCEC	SOS1	17-AAG	0.0032291995556498	0.343278346475526	12	0.0714285714285714	0.00494534648931274	2
UCEC	SPEF2	17-AAG	0.000884327692928959	0.380889428678776	11	0.0654761904761905	0.00198464325555946	2
UCEC	SPTA1	17-AAG	0.00229663802861191	0.26714613084133	22	0.130952380952381	0.00391070881095804	2
UCEC	SPTBN2	17-AAG	0.00205193470630986	0.385263938276728	12	0.0714285714285714	0.00356890072133179	2
UCEC	SULF1	17-AAG	0.000123840739438478	0.53491449531283	10	0.0595238095238095	0.000717981429839747	2
UCEC	SUPT16H	17-AAG	0.00143549057563856	0.386305365460705	11	0.0654761904761905	0.00279633564134391	2
UCEC	SYCP2	17-AAG	5.43137412926956e-05	0.440482802901099	14	0.0833333333333333	0.000548236535942216	2
UCEC	SYNJ1	17-AAG	3.13142101237231e-05	0.473428722891811	14	0.0833333333333333	0.000435714866578661	2
UCEC	SZT2	17-AAG	1.78600098504697e-05	0.373046671638498	24	0.142857142857143	0.000397792879353882	2
UCEC	TAF1	17-AAG	0.000881590710967636	0.286506365068234	28	0.166666666666667	0.00198464325555946	2
UCEC	TBC1D8B	17-AAG	0.00140101185396785	0.400022177265814	10	0.0595238095238095	0.002762318918552	2
UCEC	TDRD6	17-AAG	0.00162695817459595	0.39398348598082	10	0.0595238095238095	0.00301265639174231	2
UCEC	TET3	17-AAG	0.00109846665873689	0.445877202627499	11	0.0654761904761905	0.00228811548826197	2
UCEC	TFDP1	17-AAG	0.000114643004488547	0.498654852806129	11	0.0654761904761905	0.000715783886999005	2
UCEC	THOC2	17-AAG	0.00207922935138276	0.373776764524869	10	0.0595238095238095	0.00360350424954948	2
UCEC	TICRR	17-AAG	0.00166526068976957	0.344653115704995	12	0.0714285714285714	0.00304880434555557	2
UCEC	TLN1	17-AAG	0.000119282820644945	0.466372982689256	11	0.0654761904761905	0.000717981429839747	2
UCEC	TNC	17-AAG	0.000643055375975782	0.407752897115642	11	0.0654761904761905	0.00168456742372214	2
UCEC	TP53	17-AAG	1.83957889053829e-07	-0.366840315626346	63	0.375	2.98624973230716e-05	1
UCEC	TP53	AZD6244	5.16754465579954e-06	-0.274179673748225	63	0.375	0.00251659424737438	1
UCEC	TP53BP1	17-AAG	0.00283106150622931	0.354189069153842	11	0.0654761904761905	0.00458048821771985	2
UCEC	TPTE	17-AAG	0.00235491305073467	0.318394873892337	14	0.0833333333333333	0.00398209255454092	2
UCEC	TRIOBP	17-AAG	0.000227151744929698	0.393408901115502	14	0.0833333333333333	0.00100561854326131	2
UCEC	TRIP12	17-AAG	0.00269210856032105	0.329105910166436	13	0.0773809523809524	0.00441433289183957	2
UCEC	TSHZ3	17-AAG	0.000732815903632811	0.393826279157087	11	0.0654761904761905	0.00178876373629192	2
UCEC	TTC40	17-AAG	0.000288400720222914	0.459543957271194	12	0.0714285714285714	0.00109727461522312	2
UCEC	UMODL1	17-AAG	0.000817499908733816	0.436484316252864	10	0.0595238095238095	0.00186928589813125	2
UCEC	USP24	17-AAG	0.000223548086901956	0.40515929265964	12	0.0714285714285714	0.000998788241479381	2
UCEC	USP28	17-AAG	0.000604608869731516	0.359203127334283	13	0.0773809523809524	0.0016680134511573	2
UCEC	USP40	17-AAG	0.00230547791792436	0.372448598489129	10	0.0595238095238095	0.00391208273877757	2
UCEC	USP54	17-AAG	0.00144962565169741	0.390600721698212	10	0.0595238095238095	0.00280145909673269	2
UCEC	USP9X	17-AAG	5.05271777942662e-05	0.399373147232588	17	0.101190476190476	0.000548236535942216	2
UCEC	UTP20	17-AAG	0.000641705393593404	0.464750379791422	11	0.0654761904761905	0.00168456742372214	2
UCEC	VCAN	17-AAG	7.60562491594674e-05	0.477474932545978	11	0.0654761904761905	0.000627786327807807	2
UCEC	WDR60	17-AAG	0.000470740106403167	0.430458152001173	11	0.0654761904761905	0.00143281519886464	2
UCEC	WNK3	17-AAG	0.00178162340251604	0.339970655061505	13	0.0773809523809524	0.00323750222770639	2
UCEC	WWC3	17-AAG	0.000215864453127522	0.408249271925867	15	0.0892857142857143	0.000986478183785957	2
UCEC	XIRP1	17-AAG	0.00129325606903741	0.395712812234025	10	0.0595238095238095	0.00260254423810421	2
UCEC	YTHDC2	17-AAG	0.000873738736892159	0.391917515356987	11	0.0654761904761905	0.00197911983658829	2
UCEC	ZC3H12B	17-AAG	9.52780906215381e-05	0.48653276831609	11	0.0654761904761905	0.000677423142103653	2
UCEC	ZEB2	17-AAG	0.000372663469491173	0.391705970685339	13	0.0773809523809524	0.00124879723432877	2
UCEC	ZFP90	17-AAG	0.00134446242098166	0.403073802119959	10	0.0595238095238095	0.00267246203680844	2
UCEC	ZFYVE16	17-AAG	0.00304311580123897	0.345638051223934	12	0.0714285714285714	0.00478063675872058	2
UCEC	ZMYM2	17-AAG	0.000181654614595979	0.465266531782655	11	0.0654761904761905	0.000875898983249919	2
UCEC	ZMYM3	17-AAG	0.000314156613315872	0.443073245553902	11	0.0654761904761905	0.0011635246032001	2
UCEC	ZNF197	17-AAG	0.00179417210241681	0.446269306748344	10	0.0595238095238095	0.00324818518169883	2
UCEC	ZNF23	17-AAG	0.00100770499678753	0.415164933025795	10	0.0595238095238095	0.00218112148193568	2
UCEC	ZNF236	17-AAG	3.02036126556675e-05	0.43375500777526	16	0.0952380952380952	0.000435714866578661	2
UCEC	ZNF268	17-AAG	9.47200706790285e-05	0.458687335678648	12	0.0714285714285714	0.000677423142103653	2
UCEC	ZNF292	17-AAG	2.03305952522065e-05	0.404817453974417	19	0.113095238095238	0.000397792879353882	2
UCEC	ZNF536	17-AAG	0.000152167443853176	0.446641915085311	13	0.0773809523809524	0.000821565084492862	2
UCEC	ZNF546	17-AAG	0.000107097982229808	0.456122558897174	12	0.0714285714285714	0.000712285674430139	2
UCEC	ZNF568	17-AAG	0.00123522027474981	0.340870627545366	14	0.0833333333333333	0.00250646780751316	2
UCEC	ZNFX1	17-AAG	0.00194537099878799	0.384235379101336	11	0.0654761904761905	0.00345764845405019	2
UCEC	ZZEF1	17-AAG	0.000492319587397694	0.433956074654418	12	0.0714285714285714	0.0014823377926645	2
UCS	PTEN	AEW541	7.70590061786267e-05	-0.276740757361004	10	0.175438596491228	0.000308236024714507	1
UVM	SF3B1	AZD6244	0.000176617053602278	0.228844806918525	18	0.225	0.000353234107204556	2
UVM	SF3B1	Irinotecan	0.000212040597606949	-0.263145797922329	18	0.225	0.000424081195213898	1
UVM	SF3B1	Panobinostat	0.00362325311262958	-0.140731901559387	18	0.225	0.00724650622525916	1
UVM	SF3B1	PD0325901	0.000168674471342262	0.384650338528414	18	0.225	0.000337348942684524	2
UVM	SF3B1	TAE684	0.000924712233652941	-0.115005132418103	18	0.225	0.00184942446730588	1
LGG-coc1	IDH1	AEW541	1.79402115143587e-06	0.202414129275491	126	0.9	3.58804230287174e-06	2
LGG-coc1	IDH1	AZD0530	0.000391262061622737	0.156101704734671	126	0.9	0.000391262061622737	2
LGG-coc1	IDH1	L685458	0.00495973166350337	0.0471914483016407	126	0.9	0.00495973166350337	2
LGG-coc1	IDH1	LBW242	4.34513894937591e-07	-0.0997662912001895	126	0.9	8.69027789875182e-07	1
LGG-coc1	IDH1	Nilotinib	0.00152005600494859	0.114350979094783	126	0.9	0.00152005600494859	2
LGG-coc1	IDH1	Paclitaxel	0.00425972227544756	0.193568748751233	126	0.9	0.00425972227544756	2
LGG-coc1	IDH1	PD0332991	1.63281714183666e-05	0.101867236741531	126	0.9	1.63281714183666e-05	2
LGG-coc1	IDH1	PHA665752	0.00312160100578082	0.0377754580444167	126	0.9	0.00312160100578082	2
LGG-coc1	IDH1	RAF265	0.00138091416233166	0.12666222457815	126	0.9	0.00138091416233166	2
LGG-coc1	IDH1	Sorafenib	0.00125360353446562	0.0525050602042493	126	0.9	0.00125360353446562	2
LGG-coc1	IDH1	TAE684	9.20764189213247e-06	0.209310555073392	126	0.9	9.20764189213247e-06	2
LGG-coc1	IDH1	TKI258	0.000535068447006326	0.2324188492743	126	0.9	0.000535068447006326	2
LGG-coc1	IDH1	ZD6474	3.89502354453323e-07	0.244282709779615	126	0.9	7.79004708906646e-07	2
LGG-coc1	TP53	AEW541	1.19525966866989e-05	0.174205777508096	109	0.778571428571429	1.19525966866989e-05	2
LGG-coc1	TP53	AZD0530	7.39787158765925e-06	0.19176081645252	109	0.778571428571429	1.47957431753185e-05	2
LGG-coc1	TP53	L685458	0.000135179073324903	0.0625365772055942	109	0.778571428571429	0.000270358146649806	2
LGG-coc1	TP53	LBW242	0.00504063522318754	-0.0532400597091215	109	0.778571428571429	0.00504063522318754	1
LGG-coc1	TP53	Nilotinib	1.41512146937673e-05	0.160995483446582	109	0.778571428571429	2.83024293875346e-05	2
LGG-coc1	TP53	Paclitaxel	0.00253837223711944	0.203488581499575	109	0.778571428571429	0.00425972227544756	2
LGG-coc1	TP53	PD0325901	0.00170705950702564	-0.196144172083417	109	0.778571428571429	0.00341411901405128	1
LGG-coc1	TP53	PD0332991	3.28933730829459e-06	0.0998361891139442	109	0.778571428571429	6.57867461658918e-06	2
LGG-coc1	TP53	PF2341066	0.00150397778697579	0.0534396196142236	109	0.778571428571429	0.00300795557395158	2
LGG-coc1	TP53	PHA665752	4.59216389053642e-05	0.0504188237052888	109	0.778571428571429	9.18432778107284e-05	2
LGG-coc1	TP53	RAF265	7.9276629470603e-06	0.168703012736135	109	0.778571428571429	1.58553258941206e-05	2
LGG-coc1	TP53	Sorafenib	9.74346843869664e-06	0.0800635903840528	109	0.778571428571429	1.94869368773933e-05	2
LGG-coc1	TP53	TAE684	1.13777707834819e-06	0.208387590063141	109	0.778571428571429	2.27555415669638e-06	2
LGG-coc1	TP53	TKI258	2.08799832473768e-07	0.332945273340743	109	0.778571428571429	4.17599664947536e-07	2
LGG-coc1	TP53	Topotecan	5.21851652659627e-06	0.299976957786012	109	0.778571428571429	1.04370330531925e-05	2
LGG-coc1	TP53	ZD6474	6.0040539592277e-06	0.209893935479314	109	0.778571428571429	6.0040539592277e-06	2
LGG-coc2	IDH1	Irinotecan	0.000973066604942381	0.35767908770092	10	0.181818181818182	0.00194613320988476	2
LGG-coc2	IDH1	TAE684	0.000119109294544955	0.208342149318249	10	0.181818181818182	0.00047643717817982	2
LGG-coc2	TP53	Irinotecan	3.51730190046165e-05	0.414062396020511	12	0.218181818181818	0.000140692076018466	2
LGG-coc2	TP53	TAE684	0.00028336624514498	0.188523822966572	12	0.218181818181818	0.00056673249028996	2
LGG-coc3	NOTCH1	Erlotinib	0.00134580200265265	-0.0494796417652331	19	0.208791208791209	0.0053832080106106	1
LGG-coc3	NOTCH1	PLX4720	0.000865533434388096	-0.0981630798682347	19	0.208791208791209	0.00346213373755238	1
BRCA-LumB	TP53	Irinotecan	0.000595331457430076	0.503306639038719	11	0.183333333333333	0.000595331457430076	2
BRCA-LumB	TP53	L685458	0.00125908124629412	0.0969829120105808	11	0.183333333333333	0.00125908124629412	2
BRCA-LumB	TP53	Nilotinib	0.00125908124629412	0.124947589481858	11	0.183333333333333	0.00125908124629412	2
BRCA-LumB	TP53	Panobinostat	0.00231083428628016	0.25933680539252	11	0.183333333333333	0.00231083428628016	2
THCA-Braf-like	BRAF	17-AAG	4.90153988158706e-06	-0.15484778301649	224	0.842105263157895	4.90153988158706e-06	1
THCA-Braf-like	BRAF	AEW541	0.00161753903061629	-0.0383645995677155	224	0.842105263157895	0.00161753903061629	1
THCA-Braf-like	BRAF	L685458	0.0017447210453629	-0.0569527041358083	224	0.842105263157895	0.0017447210453629	1
THCA-Braf-like	BRAF	Lapatinib	0.0055417066530154	-0.0483068963506268	224	0.842105263157895	0.0055417066530154	1
THCA-Braf-like	BRAF	Nutlin3	0.00182537942685676	-0.0440743949176559	224	0.842105263157895	0.00182537942685676	1
THCA-Braf-like	BRAF	Paclitaxel	6.00382792445341e-05	-0.257843093736585	224	0.842105263157895	6.00382792445341e-05	1
THCA-Braf-like	BRAF	PD0332991	0.00397527447821632	-0.0757308216410975	224	0.842105263157895	0.00397527447821632	1
THCA-Braf-like	BRAF	PLX4720	9.63407439011328e-05	-0.0904205606562192	224	0.842105263157895	9.63407439011328e-05	1
